show,episode,date,time,link,teaser,moderator,topicsCount,toParse,respondent_first_name,respondent_last_name,respondent_function
Hlavní zprávy - rozhovory a komentáře,Bitva o Bachmut. Úsporný balíček. Festival Open House,2023-05-21,12:10,https://plus.rozhlas.cz/poledni-publicistika-bitva-o-bachmut-usporny-balicek-festival-open-house-8997108,Jak si vyložit dnešní vyjádření Kyjeva k bitvě o město Bachmut? Jak se zatím české vládě daří vysvětlovat chystané kroky spojené s tzv. úsporným balíčkem? A na jaká místa se ještě i dnes můžou zájemci podívat v rámci festivalu pražské městské architektury? Poslechněte si celou polední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Martin Dorazín, stálý zpravodaj ČRo;Ladislav Mrklas, politolog z CEVRO Institutu;Lukáš Jelínek, politolog;Michaela Pohůnková, mluvčí Festivalu městské architektury.",Martin,Dorazín,stálý zpravodaj ČRo
Hlavní zprávy - rozhovory a komentáře,Bitva o Bachmut. Úsporný balíček. Festival Open House,2023-05-21,12:10,https://plus.rozhlas.cz/poledni-publicistika-bitva-o-bachmut-usporny-balicek-festival-open-house-8997108,Jak si vyložit dnešní vyjádření Kyjeva k bitvě o město Bachmut? Jak se zatím české vládě daří vysvětlovat chystané kroky spojené s tzv. úsporným balíčkem? A na jaká místa se ještě i dnes můžou zájemci podívat v rámci festivalu pražské městské architektury? Poslechněte si celou polední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Martin Dorazín, stálý zpravodaj ČRo;Ladislav Mrklas, politolog z CEVRO Institutu;Lukáš Jelínek, politolog;Michaela Pohůnková, mluvčí Festivalu městské architektury.",Ladislav,Mrklas,politolog z CEVRO Institutu
Hlavní zprávy - rozhovory a komentáře,Bitva o Bachmut. Úsporný balíček. Festival Open House,2023-05-21,12:10,https://plus.rozhlas.cz/poledni-publicistika-bitva-o-bachmut-usporny-balicek-festival-open-house-8997108,Jak si vyložit dnešní vyjádření Kyjeva k bitvě o město Bachmut? Jak se zatím české vládě daří vysvětlovat chystané kroky spojené s tzv. úsporným balíčkem? A na jaká místa se ještě i dnes můžou zájemci podívat v rámci festivalu pražské městské architektury? Poslechněte si celou polední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Martin Dorazín, stálý zpravodaj ČRo;Ladislav Mrklas, politolog z CEVRO Institutu;Lukáš Jelínek, politolog;Michaela Pohůnková, mluvčí Festivalu městské architektury.",Lukáš,Jelínek,politolog
Hlavní zprávy - rozhovory a komentáře,Bitva o Bachmut. Úsporný balíček. Festival Open House,2023-05-21,12:10,https://plus.rozhlas.cz/poledni-publicistika-bitva-o-bachmut-usporny-balicek-festival-open-house-8997108,Jak si vyložit dnešní vyjádření Kyjeva k bitvě o město Bachmut? Jak se zatím české vládě daří vysvětlovat chystané kroky spojené s tzv. úsporným balíčkem? A na jaká místa se ještě i dnes můžou zájemci podívat v rámci festivalu pražské městské architektury? Poslechněte si celou polední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Martin Dorazín, stálý zpravodaj ČRo;Ladislav Mrklas, politolog z CEVRO Institutu;Lukáš Jelínek, politolog;Michaela Pohůnková, mluvčí Festivalu městské architektury.",Michaela,Pohůnková,mluvčí Festivalu městské architektury
Hlavní zprávy - rozhovory a komentáře,Rozsudek nad vraždou Kuciaka. Svaz obcí o vládním balíčku. Muzejní noc,2023-05-19,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozsudek-nad-vrazdou-kuciaka-svaz-obci-o-vladnim-balicku-8996553,Jak vyznívají nové soudní výroky v případu vraždy slovenského novináře Jána Kuciaka a jeho přítelkyně Martiny Kušnírové? Jakou pozici zaujal sněm Svazu měst a obcí k vládnímu úspornému balíčku a proč hlavní výtky provázejí plán na zvýšení daně z nemovitosti? A co nabízí letošní ročník festivalu Muzejních nocí?,"Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Pavla Holcová, zakladatelka a ředitelka českého serveru investigace.cz Zdeněk Pištora, místopředseda Svazu měst a obcí ČR a starosta Postoloprt  Richard Sicha, místopředseda Asociace muzeí a galerií",Pavla,Holcová,zakladatelka a ředitelka českého serveru investigace cz
Hlavní zprávy - rozhovory a komentáře,Rozsudek nad vraždou Kuciaka. Svaz obcí o vládním balíčku. Muzejní noc,2023-05-19,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozsudek-nad-vrazdou-kuciaka-svaz-obci-o-vladnim-balicku-8996553,Jak vyznívají nové soudní výroky v případu vraždy slovenského novináře Jána Kuciaka a jeho přítelkyně Martiny Kušnírové? Jakou pozici zaujal sněm Svazu měst a obcí k vládnímu úspornému balíčku a proč hlavní výtky provázejí plán na zvýšení daně z nemovitosti? A co nabízí letošní ročník festivalu Muzejních nocí?,"Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Pavla Holcová, zakladatelka a ředitelka českého serveru investigace.cz Zdeněk Pištora, místopředseda Svazu měst a obcí ČR a starosta Postoloprt  Richard Sicha, místopředseda Asociace muzeí a galerií",Zdeněk,Pištora,místopředseda Svazu měst a obcí ČR a starosta Postoloprt
Hlavní zprávy - rozhovory a komentáře,Rozsudek nad vraždou Kuciaka. Svaz obcí o vládním balíčku. Muzejní noc,2023-05-19,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozsudek-nad-vrazdou-kuciaka-svaz-obci-o-vladnim-balicku-8996553,Jak vyznívají nové soudní výroky v případu vraždy slovenského novináře Jána Kuciaka a jeho přítelkyně Martiny Kušnírové? Jakou pozici zaujal sněm Svazu měst a obcí k vládnímu úspornému balíčku a proč hlavní výtky provázejí plán na zvýšení daně z nemovitosti? A co nabízí letošní ročník festivalu Muzejních nocí?,"Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Pavla Holcová, zakladatelka a ředitelka českého serveru investigace.cz Zdeněk Pištora, místopředseda Svazu měst a obcí ČR a starosta Postoloprt  Richard Sicha, místopředseda Asociace muzeí a galerií",Richard,Sicha,místopředseda Asociace muzeí a galerií
Interview Plus,"Rozšíření obnovitelných zdrojů nebrání technologie, ale legislativa, tvrdí právnička z Frank Bold",2023-04-13,11:34,https://plus.rozhlas.cz/rozsireni-obnovitelnych-zdroju-nebrani-technologie-ale-legislativa-tvrdi-8971461,"Podíl obnovitelných zdrojů energie na celkové produkci v Česku může rapidně vzrůst. Nahrává tomu řada faktorů a podle propočtů nevládních organizací by obnovitelné zdroje mohly pokrýt třetinu spotřeby.  „Modelování zohledňuje i to, aby v zimě bylo dost energie na vytápění. Abychom měli elektřinu nejen ve slunných dnech, když vyrábějí solární elektrárny, ale po celý rok,“ uvádí Laura Otýpková, vedoucí sekce odpovědné energie v konsorciu Frank Bold.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Laura Otýpková, vedoucí sekce odpovědné energie v konsorciu Frank Bold",Otýpková,Laura, vedoucí sekce odpovědné energie v konsorciu Frank Bold
Interview Plus,"Rajchl je všude tam, kde může získat peníze, moc a vliv. Teď našel svůj prostor, míní odborník na extremismus",2023-04-12,11:34,https://plus.rozhlas.cz/rajchl-je-vsude-tam-kde-muze-ziskat-penize-moc-a-vliv-ted-nasel-svuj-prostor-8970543,"Bojovník proti bídě a nesvobodě nebo nebezpečný extrémista? Z fotbalového funkcionáře se Jindřich Rajchl stal lídrem politické strany Právo Respekt Odbornost (PRO 2022). Její program podle odborníka na extremismus Jana Charváta nepůsobí extremisticky, jinak tomu ale je na stranou svolávaných demonstracích.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Jan Charvát, odborník na politický extrémismus z Fakulty sociálních věd Univerzity Karlovy",Charvát,Jan, odborník na politický extrémismus z Fakulty sociálních věd Univerzity Karlovy
Interview Plus,"Nebezpečný TikTok? Agresivnější než jiné sítě, ale záleží na uživatelích, co mu svěří, tvrdí expert",2023-04-11,11:34,https://plus.rozhlas.cz/nebezpecny-tiktok-agresivnejsi-nez-jine-site-ale-zalezi-na-uzivatelich-co-mu-8969541,"Řada vlád a institucí v západních zemích zakázala svým zaměstnancům používat na služebních zařízeních sociální síť TikTok. Americká FBI i další experti varují, že osobní data uživatelů, včetně biometrických údajů, se přes TikTok mohou dostat do rukou komunistických úřadů v Číně. „Varování vnímám jako mocenský boj mezi Spojenými státy a Čínou,“ vysvětluje Pavel Duchan, konzultant informační bezpečnosti ze společnosti DoxoLogic.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Pavel Duchan, konzultant informační bezpečnosti",Duchan,Pavel, konzultant informační bezpečnosti
Interview Plus,"Mýtus, že u nás nefouká, brzdí rozvoj větrné energetiky. Ta má i v Česku velký potenciál, říká exministr Bursík",2023-04-06,11:34,https://plus.rozhlas.cz/mytus-ze-u-nas-nefouka-brzdi-rozvoj-vetrne-energetiky-ta-ma-i-v-cesku-velky-8967231,"Zásadním problémem české ekonomiky je, že patří mezi energeticky nejnáročnější v EU. Podle indexu prosperity a finančního zdraví, který sestavuje iniciativa Evropa v datech společně s Českou spořitelnou, patří mezi další nedostatky i špatná ochrana půdy a neschopnost snížit emise skleníkových plynů.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Martin Bursík, ekologický poradce a bývalý ministr životního prostředí",Bursík,Martin, ekologický poradce a bývalý ministr životního prostředí
Interview Plus,"Ústavní soud musí odpovídat poptávce společnosti. Minimálním úspěchem by měly být čtyři nové soudkyně, míní Kysela",2023-04-05,11:34,https://plus.rozhlas.cz/ustavni-soud-musi-odpovidat-poptavce-spolecnosti-minimalnim-uspechem-mely-byt-8966283,"Pro doplňování členů Ústavního soudu požádal prezident Petr Pavel celkem 23 institucí, které by měly nové soudce nominovat. Návrhy následně posoudí konzultační panel. Cílem je podle ústavního právníka Jana Kysely umožnit maximu reprezentativních institucí hrát v obsazování Ústavního soudu aktivní roli.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Jan Kysela, ústavní právník",Kysela,Jan, ústavní právník
Interview Plus,"Filozofové se i kvůli grantům uzavírají čím dál víc do sebe. Měli by přitom působit na myšlení druhých, myslí si Matějčková",2023-04-04,11:34,https://plus.rozhlas.cz/filozofove-se-i-kvuli-grantum-uzaviraji-cim-dal-vic-do-sebe-meli-pritom-pusobit-8965305,"Nízké platy akademiků v humanitních oborech se staly před několika týdny tématem veřejné debaty. Akademičtí pracovníci jsou připraveni dál protestovat a upozorňovat na své nízké příjmy. Poukazují mimo jiné na zarážející rozdíl v odměňování mezi jednotlivými fakultami, které přitom spadají pod stejnou univerzitu. V této atmosféře opouští Filozofickou fakultu Univerzity Karlovy i filozofka a pedagožka Tereza Matějčková.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Tereza Matějčková, filozofka",Matějčková,Tereza, filozofka
Interview Plus,"Finská ekonomika není zrovna v nejlepším stavu. Konzervativcům tak k výhře pomohly sliby o šetření, hodnotí zpravodaj",2023-04-03,11:34,https://plus.rozhlas.cz/finska-ekonomika-neni-zrovna-v-nejlepsim-stavu-konzervativcum-tak-k-vyhre-8964516,"Sociální demokraté dosavadní finské premiérky Sanny Marin neobhájili mandát a ve volbách skončili až třetí. Přestože jsou mezi prvními třemi stranami jen nepatrné rozdíly, jako první dostane šanci k sestavení vlády lídr konzervativní Národní koaliční strany Petteri Orpo.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Jakub Lucký, zvláštní zpravodaj Českého rozhlasu ve Finsku",Lucký,Jakub, zvláštní zpravodaj Českého rozhlasu ve Finsku
Interview Plus,"Tchajwanci si své obchodní partnery hýčkají. Musí ale navázat osobní vztah, popisuje podnikatel",2023-03-31,11:34,https://plus.rozhlas.cz/tchajwanci-si-sve-obchodni-partnery-hyckaji-musi-ale-navazat-osobni-vztah-8963070,"Předsedkyni Poslanecké sněmovny Markétu Pekarovou Adamovou (TOP 09) doprovázela do Jižní Koreje a na Tchaj-wan i početná skupina podnikatelů, mezi nimi i Lukáš Brchl, zakladatel a výkonný ředitel společnosti Dronetag: „Tchajwanci nemají ve světě moc přátel, takže jakmile je někde náznak, že by tu měli mít rovnocenného přítele a partnera pro obchod, tak nás vítají s otevřenou náručí.“","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Lukáš Brchl, zakladatel a výkonný ředitel společnosti Dronetag",Brchl,Lukáš, zakladatel a výkonný ředitel společnosti Dronetag
Interview Plus,"Francie je v krizi a neumí vést dialog. Zákaz kumulace funkcí tam vedl k pohromě, upozorňuje Fischer",2023-03-30,11:34,https://plus.rozhlas.cz/francie-je-v-krizi-a-neumi-vest-dialog-zakaz-kumulace-funkci-tam-vedl-k-pohrome-8962176,"Dialog mezi francouzskou vládou a odbory zatím k ničemu nevedl a spor o penzijní reformu se nedaří zažehnat. „Ta země je v krizi. V krizi nejsou její instituce, ale politický personál,“ uvádí bývalý velvyslanec ve Francii a nyní senátor Pavel Fischer.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Pavel Fischer, předseda senátního výboru pro zahraničí, obranu a bezpečnost, bývalý velvyslanec ve Francii",Fischer,Pavel, bývalý velvyslanec ve Francii
Interview Plus,"Živý moderátor je nenahraditelný. Servisní informace ale může prezentovat syntetický hlas, říká šéf zpravodajství Švédského rozhlasu",2023-03-29,11:34,https://plus.rozhlas.cz/zivy-moderator-je-nenahraditelny-servisni-informace-ale-muze-prezentovat-8961297,"Umělá inteligence přinese zásadní změny v řadě oblastí našeho života. Výjimkou není ani rozhlasové vysílání, kde se už například začíná využívat syntetický hlas. „Nemůžeme mít moderátora pro každého posluchače, který by říkal: „Dobré ráno, Jane, jak se dnes máte, tady jsou dnešní zprávy“. Syntetické hlasy můžou produkt uzpůsobit tak, že bude působit osobnějším dojmem,“ uvádí jedno z možných využití Olle Zachrison, ředitel zpravodajství Švédského rozhlasu.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Olle Zachrison, šéf zpravodajství Švédského rozhlasu",Zachrison,Olle, šéf zpravodajství Švédského rozhlasu
Hlavní zprávy - rozhovory a komentáře,Přísnější legislativa proti střetu zájmů. Obstrukce hnutí ANO. Úspory ve státním rozpočtu,2023-05-19,12:10,https://plus.rozhlas.cz/poledni-publicistika-prisnejsi-legislativa-proti-stretu-zajmu-obstrukce-hnuti-8996250,"Co si Pirátská strana a její koaliční partneři slibují od předlohy, která má zpřísnit legislativu proti střetu zájmů? A proč se opoziční hnutí ANO snaží opakovaně blokovat projednání tohoto návrhu? Nahlédneme podrobněji do materiálu, který získal Český rozhlas – do soupisu dotací ze státního rozpočtu, ve kterém chce vláda najít úspory v řádu desítek miliard korun.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Olga Richterová, místopředsedkyně Poslanecké sněmovny za Pirátskou stranu;Radek Vondráček, místopředseda hnutí ANO, předseda sněmovního ústavněprávního výboru;Jana Klímová, hlavní ekonomická analytička ČRo.",Olga,Richterová,místopředsedkyně Poslanecké sněmovny za Pirátskou stranu
Hlavní zprávy - rozhovory a komentáře,Přísnější legislativa proti střetu zájmů. Obstrukce hnutí ANO. Úspory ve státním rozpočtu,2023-05-19,12:10,https://plus.rozhlas.cz/poledni-publicistika-prisnejsi-legislativa-proti-stretu-zajmu-obstrukce-hnuti-8996250,"Co si Pirátská strana a její koaliční partneři slibují od předlohy, která má zpřísnit legislativu proti střetu zájmů? A proč se opoziční hnutí ANO snaží opakovaně blokovat projednání tohoto návrhu? Nahlédneme podrobněji do materiálu, který získal Český rozhlas – do soupisu dotací ze státního rozpočtu, ve kterém chce vláda najít úspory v řádu desítek miliard korun.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Olga Richterová, místopředsedkyně Poslanecké sněmovny za Pirátskou stranu;Radek Vondráček, místopředseda hnutí ANO, předseda sněmovního ústavněprávního výboru;Jana Klímová, hlavní ekonomická analytička ČRo.",Radek,Vondráček,"místopředseda hnutí ANO, předseda sněmovního ústavněprávního výboru"
Hlavní zprávy - rozhovory a komentáře,Přísnější legislativa proti střetu zájmů. Obstrukce hnutí ANO. Úspory ve státním rozpočtu,2023-05-19,12:10,https://plus.rozhlas.cz/poledni-publicistika-prisnejsi-legislativa-proti-stretu-zajmu-obstrukce-hnuti-8996250,"Co si Pirátská strana a její koaliční partneři slibují od předlohy, která má zpřísnit legislativu proti střetu zájmů? A proč se opoziční hnutí ANO snaží opakovaně blokovat projednání tohoto návrhu? Nahlédneme podrobněji do materiálu, který získal Český rozhlas – do soupisu dotací ze státního rozpočtu, ve kterém chce vláda najít úspory v řádu desítek miliard korun.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Olga Richterová, místopředsedkyně Poslanecké sněmovny za Pirátskou stranu;Radek Vondráček, místopředseda hnutí ANO, předseda sněmovního ústavněprávního výboru;Jana Klímová, hlavní ekonomická analytička ČRo.",Jana,Klímová,hlavní ekonomická analytička ČRo
Hlavní zprávy - rozhovory a komentáře,Rozdělování společností. Spalovací motory na Slovensku. Den Jeruzaléma,2023-05-18,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozdelovani-spolecnosti-spalovaci-motory-na-slovensku-den-8995578,Je návrh vlády o změně pravidel při přeměnách obchodních firem cestou k rozdělení ČEZ? Slovenský parlament se rozhodl jít proti zákazu prodeje nových aut se spalovacími motory. Změní to něco na postoji EU? Izrael dnes slaví Den Jeruzaléma. Může pochod nacionalistů zhoršit vztahy s Palestinci? Poslechněte si celou Odpolední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Jana Klímová, ekonomická analytička ČRo;Vladimír Rybecký, šéfredaktor serveru Autoweek.cz;Irena Kalhousová, ředitelka Herzlova centra izraelských studií.",Jana,Klímová,ekonomická analytička ČRo
Hlavní zprávy - rozhovory a komentáře,Rozdělování společností. Spalovací motory na Slovensku. Den Jeruzaléma,2023-05-18,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozdelovani-spolecnosti-spalovaci-motory-na-slovensku-den-8995578,Je návrh vlády o změně pravidel při přeměnách obchodních firem cestou k rozdělení ČEZ? Slovenský parlament se rozhodl jít proti zákazu prodeje nových aut se spalovacími motory. Změní to něco na postoji EU? Izrael dnes slaví Den Jeruzaléma. Může pochod nacionalistů zhoršit vztahy s Palestinci? Poslechněte si celou Odpolední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Jana Klímová, ekonomická analytička ČRo;Vladimír Rybecký, šéfredaktor serveru Autoweek.cz;Irena Kalhousová, ředitelka Herzlova centra izraelských studií.",Vladimír,Rybecký,šéfredaktor serveru Autoweek cz
Hlavní zprávy - rozhovory a komentáře,Rozdělování společností. Spalovací motory na Slovensku. Den Jeruzaléma,2023-05-18,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-rozdelovani-spolecnosti-spalovaci-motory-na-slovensku-den-8995578,Je návrh vlády o změně pravidel při přeměnách obchodních firem cestou k rozdělení ČEZ? Slovenský parlament se rozhodl jít proti zákazu prodeje nových aut se spalovacími motory. Změní to něco na postoji EU? Izrael dnes slaví Den Jeruzaléma. Může pochod nacionalistů zhoršit vztahy s Palestinci? Poslechněte si celou Odpolední publicistiku.,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Jana Klímová, ekonomická analytička ČRo;Vladimír Rybecký, šéfredaktor serveru Autoweek.cz;Irena Kalhousová, ředitelka Herzlova centra izraelských studií.",Irena,Kalhousová,ředitelka Herzlova centra izraelských studií
Hlavní zprávy - rozhovory a komentáře,Sto let rozhlasu. Podmínka za projevy nenávisti. Regulace produktů s CBD,2023-05-18,12:10,https://plus.rozhlas.cz/poledni-publicistika-sto-let-rozhlasu-podminka-za-projevy-nenavisti-regulace-8995239,"Český rozhlas slaví sto let. O jeho historii i budoucnosti budu mluvit s generálním ředitelem Reném Zavoralem. Za schvalování válečných zločinů dnes soud uložil podmínku muži, který měl na březnové demonstraci nášivku wagnerovců. Kde je hranice svobody projevu a trestného činu z nenávisti? Jak regulovat produkty obsahující CBD z konopí? Poslechněte si polední publicistiku s Věrou Štechrovou.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:René Zavoral, generální ředitel ČRo;Klára Kalibová, právnička, zakladatelka a ředitelka organizace In Iustitia;Tomáš Vymazal, Asociace bezpečného konopí, bývalý poslanec Sněmovny za Piráty.",René,Zavoral,generální ředitel ČRo
Hlavní zprávy - rozhovory a komentáře,Sto let rozhlasu. Podmínka za projevy nenávisti. Regulace produktů s CBD,2023-05-18,12:10,https://plus.rozhlas.cz/poledni-publicistika-sto-let-rozhlasu-podminka-za-projevy-nenavisti-regulace-8995239,"Český rozhlas slaví sto let. O jeho historii i budoucnosti budu mluvit s generálním ředitelem Reném Zavoralem. Za schvalování válečných zločinů dnes soud uložil podmínku muži, který měl na březnové demonstraci nášivku wagnerovců. Kde je hranice svobody projevu a trestného činu z nenávisti? Jak regulovat produkty obsahující CBD z konopí? Poslechněte si polední publicistiku s Věrou Štechrovou.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:René Zavoral, generální ředitel ČRo;Klára Kalibová, právnička, zakladatelka a ředitelka organizace In Iustitia;Tomáš Vymazal, Asociace bezpečného konopí, bývalý poslanec Sněmovny za Piráty.",Klára,Kalibová,"právnička, zakladatelka a ředitelka organizace In Iustitia"
Hlavní zprávy - rozhovory a komentáře,Sto let rozhlasu. Podmínka za projevy nenávisti. Regulace produktů s CBD,2023-05-18,12:10,https://plus.rozhlas.cz/poledni-publicistika-sto-let-rozhlasu-podminka-za-projevy-nenavisti-regulace-8995239,"Český rozhlas slaví sto let. O jeho historii i budoucnosti budu mluvit s generálním ředitelem Reném Zavoralem. Za schvalování válečných zločinů dnes soud uložil podmínku muži, který měl na březnové demonstraci nášivku wagnerovců. Kde je hranice svobody projevu a trestného činu z nenávisti? Jak regulovat produkty obsahující CBD z konopí? Poslechněte si polední publicistiku s Věrou Štechrovou.","Štechrová,Věra",3,"Hosty Věry Štechrové jsou:René Zavoral, generální ředitel ČRo;Klára Kalibová, právnička, zakladatelka a ředitelka organizace In Iustitia;Tomáš Vymazal, Asociace bezpečného konopí, bývalý poslanec Sněmovny za Piráty.",Tomáš,Vymazal,"Asociace bezpečného konopí, bývalý poslanec Sněmovny za Piráty"
Hlavní zprávy - rozhovory a komentáře,České pozemky a ruské domy. Zásah na Ředitelství silnic a dálnic. Sarkozyho odkaz,2023-05-17,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ceske-pozemky-a-ruske-domy-zasah-na-reditelstvi-silnic-a-8994801,"Co bude dál s pozemky a nemovitostmi, které dosud Rusko v Česku využívalo bezplatně? Čeho se týká případ veřejných zakázek Ředitelství silnic a dálnic, ve kterém policie obvinila 21 lidí a 11 firem? A jaký politický odkaz po sobě zanechává bývalý francouzský prezident Sarkozy, který dnes neuspěl s odvoláním proti nepodmíněnému trestu za korupci? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Ondřej Kolář, poslanec za TOP 09 a bývalý starosta Prahy 6;Petr Leyer, právník Transparency International;Ondřej Houska z Hospodářských novin.",Ondřej,Kolář,poslanec za TOP 09 a bývalý starosta Prahy 6
Hlavní zprávy - rozhovory a komentáře,České pozemky a ruské domy. Zásah na Ředitelství silnic a dálnic. Sarkozyho odkaz,2023-05-17,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ceske-pozemky-a-ruske-domy-zasah-na-reditelstvi-silnic-a-8994801,"Co bude dál s pozemky a nemovitostmi, které dosud Rusko v Česku využívalo bezplatně? Čeho se týká případ veřejných zakázek Ředitelství silnic a dálnic, ve kterém policie obvinila 21 lidí a 11 firem? A jaký politický odkaz po sobě zanechává bývalý francouzský prezident Sarkozy, který dnes neuspěl s odvoláním proti nepodmíněnému trestu za korupci? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Ondřej Kolář, poslanec za TOP 09 a bývalý starosta Prahy 6;Petr Leyer, právník Transparency International;Ondřej Houska z Hospodářských novin.",Petr,Leyer,právník Transparency International
Hlavní zprávy - rozhovory a komentáře,České pozemky a ruské domy. Zásah na Ředitelství silnic a dálnic. Sarkozyho odkaz,2023-05-17,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-ceske-pozemky-a-ruske-domy-zasah-na-reditelstvi-silnic-a-8994801,"Co bude dál s pozemky a nemovitostmi, které dosud Rusko v Česku využívalo bezplatně? Čeho se týká případ veřejných zakázek Ředitelství silnic a dálnic, ve kterém policie obvinila 21 lidí a 11 firem? A jaký politický odkaz po sobě zanechává bývalý francouzský prezident Sarkozy, který dnes neuspěl s odvoláním proti nepodmíněnému trestu za korupci? Poslechněte si celou Odpolední publicistiku.","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Ondřej Kolář, poslanec za TOP 09 a bývalý starosta Prahy 6;Petr Leyer, právník Transparency International;Ondřej Houska z Hospodářských novin.",Ondřej,Houska,z Hospodářských novin
Hlavní zprávy - rozhovory a komentáře,Přijímačky na střední školy. Korupce na Ukrajině. Aplikace Klíšťapka,2023-05-17,12:10,https://plus.rozhlas.cz/poledni-publicistika-prijimacky-na-stredni-skoly-korupce-na-ukrajine-aplikace-8994558,Jak zvládají střední školy zvýšený zájem o druhé kolo přijímaček? Co vypovídá úplatkářská aféra předsedy ukrajinského Nejvyššího soudu o úspěšnosti protikorupčních reforem na Ukrajině? A jaké informace poskytuje nová mobilní aplikace sledující výskyt klíšťat?,"Štechrová,Věra",3,"Hosté polední publicistky:Jiřina Šafářová, zástupkyně ředitele Střední školy F. D. Roosevelta BrnoRadmila Sosnová ředitelka SOU tradičních řemesel v BrněOndřej Soukup, redaktor zahraniční redakce ČRoJan Bartoška z provozně ekonomická fakulta České zemědělské univerzity",Jiřina,Šafářová,zástupkyně ředitele Střední školy F D Roosevelta Brno
Hlavní zprávy - rozhovory a komentáře,Přijímačky na střední školy. Korupce na Ukrajině. Aplikace Klíšťapka,2023-05-17,12:10,https://plus.rozhlas.cz/poledni-publicistika-prijimacky-na-stredni-skoly-korupce-na-ukrajine-aplikace-8994558,Jak zvládají střední školy zvýšený zájem o druhé kolo přijímaček? Co vypovídá úplatkářská aféra předsedy ukrajinského Nejvyššího soudu o úspěšnosti protikorupčních reforem na Ukrajině? A jaké informace poskytuje nová mobilní aplikace sledující výskyt klíšťat?,"Štechrová,Věra",3,"Hosté polední publicistky:Jiřina Šafářová, zástupkyně ředitele Střední školy F. D. Roosevelta BrnoRadmila Sosnová ředitelka SOU tradičních řemesel v BrněOndřej Soukup, redaktor zahraniční redakce ČRoJan Bartoška z provozně ekonomická fakulta České zemědělské univerzity",Radmila,Sosnová,ředitelka SOU tradičních řemesel v Brně
Hlavní zprávy - rozhovory a komentáře,Přijímačky na střední školy. Korupce na Ukrajině. Aplikace Klíšťapka,2023-05-17,12:10,https://plus.rozhlas.cz/poledni-publicistika-prijimacky-na-stredni-skoly-korupce-na-ukrajine-aplikace-8994558,Jak zvládají střední školy zvýšený zájem o druhé kolo přijímaček? Co vypovídá úplatkářská aféra předsedy ukrajinského Nejvyššího soudu o úspěšnosti protikorupčních reforem na Ukrajině? A jaké informace poskytuje nová mobilní aplikace sledující výskyt klíšťat?,"Štechrová,Věra",3,"Hosté polední publicistky:Jiřina Šafářová, zástupkyně ředitele Střední školy F. D. Roosevelta BrnoRadmila Sosnová ředitelka SOU tradičních řemesel v BrněOndřej Soukup, redaktor zahraniční redakce ČRoJan Bartoška z provozně ekonomická fakulta České zemědělské univerzity",Ondřej,Soukup,redaktor zahraniční redakce ČRo
